Sample,Input_Size,Percent_PostTrim,Num_Uniquely_Aligned,Percent_Uniquely_Aligned,Percent_Exonic,Num_Uniquely_Aligned_rRNA,Percent_Overrepresented_Seq_Untrimmed,Percent_Adapter_Content_Untrimmed,Percent_Overrepresented_Seq_Trimmed,Percent_Adapter_Content_Trimmed,Batch,_gbc_pvals,GBC_KSstats,_hist_pvals,NumGenes
RNA_B06_22,19321244.0,99.9,2719800.0,14.090824185660727,56.72,441088.0,0.0,0.614,0.0,0.021,batch_06,0.5241976481720823,0.11,0.3921537935801601,13158.0
RNA_B06_23,21558513.0,99.85,6982438.0,32.43696534675945,61.76,1250022.0,0.24,0.825,0.11,0.028,batch_06,0.6719249106542564,0.08,0.4765584687883992,14178.0
RNA_B06_24,23049445.0,99.95,17877489.0,77.60027287471804,52.0,1225864.0,0.14,0.365,0.11,0.015,batch_06,0.42243415688572034,0.13,1.7332326966858798e-08,30919.0
RNA_B07_01,18037188.0,99.86,6683460.0,37.10572824293191,57.72,1244669.0,0.3,0.867,0.27,0.034,batch_07,0.7585346160952503,0.06,0.46782922143104533,13750.0
RNA_B07_02,18837347.0,99.84,2876218.0,15.293169063127353,53.5,471412.0,0.0,1.098,0.0,0.038,batch_07,0.5241976481720823,0.11,0.3127016602391985,12500.0
RNA_B07_03,18761110.0,99.79,5788799.0,30.92024437907179,61.52,1076606.0,0.24,1.304,0.22,0.043,batch_07,0.5749037124841687,0.1,0.48981101910684244,14076.0
RNA_B07_04,17329122.0,99.81,5102312.0,29.499618314244074,47.1,1910759.0,0.54,0.849,0.4,0.035,batch_07,0.6243985690243574,0.09,0.1710243300332756,11083.0
RNA_B07_05,16649853.0,99.72,2276369.0,13.710395701656486,55.56,473154.0,0.0,1.661,0.0,0.056,batch_07,0.13721073096383013,0.2,0.14111960584138133,10699.0
RNA_B07_06,16342673.0,99.78,7934575.0,48.65831650071342,60.28,1518889.0,0.82,1.408,0.54,0.05,batch_07,0.6243985690243574,0.09,0.3220283393004563,15415.0
RNA_B07_07,14615776.0,99.87,1284231.0,8.79804584768895,43.17,231165.0,0.0,1.064,0.0,0.044,batch_07,0.08862048250187499,0.22,0.15999975621198953,10947.0
RNA_B07_08,17332721.0,99.82,7825434.0,45.22974310453846,53.24,1575263.0,0.59,1.263,0.44,0.05,batch_07,0.6719249106542564,0.08,0.3170187932226617,15458.0
RNA_B07_09,17923034.0,99.89,2269745.0,12.677789200845167,57.43,503990.0,0.0,0.823,0.0,0.034,batch_07,0.4730961202940454,0.12,0.25651326998197643,11991.0
RNA_B07_10,19868716.0,99.88,6775969.0,34.144682182373046,51.16,862607.0,0.0,0.767,0.0,0.033,batch_07,0.3730253578520104,0.14,0.4680884791094515,13752.0
RNA_B07_11,16998055.0,99.89,7413905.0,43.66422673772867,55.65,1256778.0,0.29,1.092,0.26,0.046,batch_07,0.5749037124841687,0.1,0.2632030804882632,15941.0
RNA_B07_12,17346339.0,99.92,5016085.0,28.940406853945905,57.76,755109.0,0.0,0.685,0.0,0.028,batch_07,0.42243415688572034,0.13,0.3930670217052248,14830.0
RNA_B07_13,16370873.0,99.89,4725664.0,28.898079868741423,57.77,895376.0,0.26,0.77,0.24,0.031,batch_07,0.6719249106542564,0.08,0.49692517138189124,13974.0
RNA_B07_14,21518532.0,99.9,11747994.0,54.64942382572265,63.4,1932211.0,1.14,0.668,0.66,0.028,batch_07,0.6719249106542564,0.08,0.30973960077523593,15521.0
RNA_B07_15,17623711.0,99.88,10506571.0,59.68773564681926,60.8,1761535.0,1.34,0.867,0.79,0.037,batch_07,0.3730253578520104,0.14,0.3040149205463421,15571.0
RNA_B07_16,15303863.0,99.85,7600086.0,49.73582980246441,62.19,1520558.0,1.27,0.975,0.81,0.041,batch_07,0.7585346160952503,0.06,0.34694635898156545,15205.0
RNA_B07_17,20642325.0,99.95,11124012.0,53.91629474099549,56.13,1242898.0,0.75,0.352,0.3,0.015,batch_07,0.7168183469811907,0.07,0.3214441467695997,15420.0
RNA_B07_18,23453176.0,99.95,12856961.0,54.84712474058171,60.25,1663585.0,0.78,0.354,0.31,0.016,batch_07,0.5749037124841687,0.1,0.32004388762589175,15432.0
RNA_B07_19,18551479.0,99.92,10105161.0,54.514530088307374,65.27,1687999.0,1.62,0.554,1.0,0.024,batch_07,0.7168183469811907,0.07,0.43226705736928744,14521.0
RNA_B07_20,18172128.0,99.95,4934639.0,27.168571307536947,49.95,525525.0,0.0,0.392,0.0,0.017,batch_07,0.3256229145575784,0.15,0.4655338277270424,14263.0
RNA_B07_21,18178906.0,99.95,6050869.0,33.30176165702153,57.5,753337.0,0.0,0.446,0.0,0.019,batch_07,0.4730961202940454,0.12,0.3993480385885986,14780.0
RNA_B07_22,17513678.0,99.95,2760339.0,15.76893134571713,63.0,397799.0,0.0,0.459,0.0,0.018,batch_07,0.7168183469811907,0.07,0.3550093999643342,12857.0
RNA_B07_23,16733815.0,99.95,5325904.0,31.843116970888413,60.71,612908.0,0.11,0.389,0.11,0.015,batch_07,0.7585346160952503,0.06,0.42190987001968416,14602.0
RNA_B07_24,15632025.0,99.96,12141429.0,77.70130558904557,53.31,671325.0,0.14,0.222,0.13,0.012,batch_07,0.42243415688572034,0.13,0.0069345152814002465,21546.0
RNA_B08_01,17197622.0,99.53,7201242.0,42.0712099848508,57.38,1690005.0,0.93,1.504,0.63,0.058,batch_08,0.4730961202940454,0.12,0.15731789195521578,10913.0
RNA_B08_02,18042588.0,99.73,10334488.0,57.43337186429104,60.02,2710872.0,2.6,1.145,1.68,0.047,batch_08,0.42243415688572034,0.13,0.38353763506965577,13089.0
RNA_B08_03,18917047.0,99.86,11525242.0,61.010579293607094,62.38,2053626.0,1.7,0.718,1.06,0.032,batch_08,0.3730253578520104,0.14,0.3990962851783737,14782.0
RNA_B08_04,18253077.0,99.75,9542541.0,52.410106760943066,54.2,1695096.0,0.89,0.999,0.57,0.043,batch_08,0.5241976481720823,0.11,0.4501083961696327,13613.0
RNA_B08_05,19387448.0,99.72,10656220.0,55.118864511445615,56.95,2366058.0,1.53,1.144,0.82,0.051,batch_08,0.5749037124841687,0.1,0.40852842420558744,13288.0
RNA_B08_06,17523011.0,99.78,5264301.0,30.10845566207034,50.43,928934.0,0.13,1.137,0.12,0.042,batch_08,0.16733351268893087,0.19,0.39742472113162464,13200.0
RNA_B08_07,21405449.0,99.63,11988695.0,56.21567623390258,52.54,3661343.0,2.71,1.526,1.59,0.057,batch_08,0.7966677253410352,0.05,0.3087874441793629,12466.0
RNA_B08_08,17603873.0,99.66,10347884.0,58.98240026634943,59.49,2845549.0,3.3,1.48,2.24,0.057,batch_08,0.6719249106542564,0.08,0.49891330812199136,14006.0
RNA_B08_09,17932698.0,99.44,9329609.0,52.31866969818889,51.88,1896645.0,0.88,1.869,0.57,0.079,batch_08,0.20141573590856493,0.18,0.3897757484629928,13139.0
RNA_B08_10,18802250.0,99.85,9070383.0,48.31341468983914,59.03,1422122.0,0.78,0.788,0.48,0.03,batch_08,0.7585346160952503,0.06,0.45776712287126164,14323.0
RNA_B08_11,18570136.0,99.7,10652971.0,57.53876050361023,60.36,2163439.0,1.54,1.388,0.83,0.055,batch_08,0.7168183469811907,0.07,0.472405451731354,14210.0
RNA_B08_12,18786177.0,99.67,11084750.0,59.20018100329342,59.8,2596299.0,2.43,1.034,1.75,0.048,batch_08,0.6719249106542564,0.08,0.41588773328748563,13346.0
RNA_B08_13,19517962.0,99.64,8924811.0,45.89135076219015,54.01,1898850.0,0.94,1.371,0.62,0.06,batch_08,0.6719249106542564,0.08,0.40612447890524955,13269.0
RNA_B08_14,19599789.0,99.63,7673201.0,39.2947968977409,59.33,1726470.0,0.73,2.002,0.56,0.07,batch_08,0.6243985690243574,0.09,0.4081850643835173,14710.0
RNA_B08_15,19153676.0,99.52,8710727.0,45.69744289677407,56.21,2036568.0,0.9,1.97,0.68,0.073,batch_08,0.4730961202940454,0.12,0.34438774681398676,12769.0
RNA_B08_16,17211042.0,99.51,1705321.0,9.957085801513031,48.16,368167.0,0.0,1.856,0.0,0.068,batch_08,0.4730961202940454,0.12,0.07782319485013689,9642.0
RNA_B08_17,19005472.0,99.75,9777072.0,51.57238894066732,60.12,1779757.0,1.11,1.091,0.76,0.042,batch_08,0.7585346160952503,0.06,0.37587987634969977,14968.0
RNA_B08_18,17756670.0,99.73,10484150.0,59.20329567070686,54.62,2530642.0,2.56,0.837,1.78,0.039,batch_08,0.6719249106542564,0.08,0.2920053332805367,12318.0
RNA_B08_19,17847446.0,99.47,3265602.0,18.394799514303926,47.91,688220.0,0.11,1.71,0.0,0.073,batch_08,0.13721073096383013,0.2,0.03924277888355155,8600.0
RNA_B08_20,16711848.0,99.16,5229977.0,31.560130035077766,43.39,1350838.0,0.48,1.965,0.35,0.082,batch_08,0.11102067816172984,0.21,0.036922205705871194,8514.0
RNA_B08_21,16665831.0,99.61,9299272.0,56.01689562620904,55.74,1796058.0,1.04,1.192,0.78,0.053,batch_08,0.6243985690243574,0.09,0.24684590611298574,11898.0
RNA_B08_22,19693512.0,99.66,9319970.0,47.48653264290804,57.96,2271092.0,1.7,1.241,0.89,0.054,batch_08,0.6719249106542564,0.08,0.3894006420358054,13136.0
RNA_B08_23,18849614.0,99.67,5045794.0,26.85731522580638,53.58,1122960.0,0.25,1.374,0.24,0.054,batch_08,0.7585346160952503,0.06,0.2544177509456689,11971.0
RNA_B08_24,18426047.0,99.56,5767072.0,31.43679846657988,59.59,1225016.0,0.49,1.466,0.34,0.062,batch_08,0.3256229145575784,0.15,0.32574373296119497,12612.0
RNA_B08_25,16434224.0,99.85,11939557.0,72.7597070592429,48.69,1367136.0,1.14,0.664,0.69,0.029,batch_08,0.6719249106542564,0.08,0.0011883768794282968,23319.0
RNA_B09_01,19606700.0,99.82,10441922.0,53.352942373955756,59.23,1726189.0,0.92,0.695,0.57,0.031,batch_09,0.7585346160952503,0.06,0.49852316462461665,14009.0
RNA_B09_02,20116443.0,99.75,4891744.0,24.37808716990903,57.88,1084331.0,0.33,1.267,0.2,0.045,batch_09,0.6719249106542564,0.08,0.2770781374100274,12183.0
RNA_B09_03,19827104.0,99.66,7784619.0,39.396459522309165,57.06,1332638.0,0.55,1.231,0.38,0.056,batch_09,0.6719249106542564,0.08,0.30364013717582006,12421.0
RNA_B09_04,18562098.0,99.7,10098559.0,54.56789333572389,56.51,2555207.0,2.72,1.333,1.92,0.054,batch_09,0.7585346160952503,0.06,0.49510458467651397,13960.0
RNA_B09_05,17996923.0,99.69,10175507.0,56.71607953428179,60.66,2640470.0,2.54,1.115,1.85,0.053,batch_09,0.7168183469811907,0.07,0.3521009722773958,12833.0
RNA_B09_06,18738791.0,99.73,10257025.0,54.88504537804946,50.49,3039037.0,4.08,1.032,2.95,0.044,batch_09,0.6243985690243574,0.09,0.31803109799956786,12546.0
RNA_B09_07,20209578.0,99.84,6314683.0,31.296065085054583,59.86,982613.0,0.16,0.876,0.15,0.033,batch_09,0.42243415688572034,0.13,0.49462186889640264,14039.0
RNA_B09_08,22238416.0,99.78,8633947.0,38.91007148998584,60.01,1921426.0,0.74,1.21,0.54,0.048,batch_09,0.7168183469811907,0.07,0.4117332651903364,14682.0
RNA_B09_09,19597980.0,99.83,9519849.0,48.658383682983015,57.09,1611219.0,1.58,0.606,1.07,0.021,batch_09,0.4730961202940454,0.12,0.3285671513941694,12636.0
RNA_B09_10,22619659.0,99.91,10153638.0,44.92899077769232,58.86,2130557.0,1.88,0.447,1.19,0.017,batch_09,0.6243985690243574,0.09,0.4755199580732643,14186.0
RNA_B09_11,20617942.0,99.84,4174182.0,20.27783080498902,58.58,548412.0,0.0,0.371,0.0,0.019,batch_09,0.42243415688572034,0.13,0.08719119943451453,9831.0
RNA_B09_12,20562695.0,99.9,10606065.0,51.63078906574105,63.75,1526883.0,1.17,0.376,0.69,0.016,batch_09,0.6719249106542564,0.08,0.4702927048098873,13769.0
RNA_B09_13,20775347.0,99.88,9609501.0,46.30991846011818,61.58,1573800.0,1.35,0.523,1.02,0.018,batch_09,0.6243985690243574,0.09,0.270673750995036,12124.0
RNA_B09_14,21658340.0,99.89,13848471.0,64.01100496715134,61.7,1636961.0,1.69,0.322,1.28,0.014,batch_09,0.5749037124841687,0.1,0.4109358163296896,13307.0
RNA_B09_15,24636881.0,99.91,14971834.0,60.82474802191819,70.86,2045942.0,2.11,0.281,1.45,0.012,batch_09,0.3730253578520104,0.14,0.4136005228735183,13328.0
RNA_B09_16,21180992.0,99.69,9369095.0,44.37105453552697,63.71,2562997.0,3.1,0.867,2.01,0.038,batch_09,0.4730961202940454,0.12,0.31385695837540983,12510.0
RNA_B09_17,21550842.0,99.78,11878604.0,55.24050776301738,57.22,2264764.0,1.91,0.914,1.25,0.04,batch_09,0.5241976481720823,0.11,0.4220374231717136,14601.0
RNA_B09_18,20069290.0,99.75,11046747.0,55.18099087066243,60.05,2198298.0,2.37,0.996,1.82,0.038,batch_09,0.7585346160952503,0.06,0.49887587005862427,13989.0
RNA_B09_19,19309388.0,99.62,11202240.0,58.23577054528938,57.89,2857300.0,3.21,1.035,2.08,0.049,batch_09,0.42243415688572034,0.13,0.27121361581816095,12129.0
RNA_B09_20,18554051.0,99.8,8475347.0,45.770768137517,62.18,1753055.0,1.55,0.726,0.83,0.032,batch_09,0.7585346160952503,0.06,0.41868707907869956,13368.0
RNA_B09_21,19700396.0,99.86,5363767.0,27.264867170802717,50.96,880421.0,0.15,0.854,0.14,0.035,batch_09,0.2393502828005165,0.17,0.32765880103508116,15367.0
RNA_B09_22,19771863.0,99.72,10055335.0,50.99958963493176,59.34,2199133.0,1.79,1.041,1.15,0.041,batch_09,0.6719249106542564,0.08,0.49228131445799084,14057.0
RNA_B09_23,19713496.0,99.72,10036452.0,51.05453123242323,61.91,2109477.0,2.14,0.977,1.52,0.036,batch_09,0.7585346160952503,0.06,0.46229593319520157,14288.0
RNA_B09_24,17469022.0,99.85,12671423.0,72.6455017804205,48.68,1450049.0,1.13,0.655,0.68,0.028,batch_09,0.6243985690243574,0.09,0.0010683156521635153,23417.0
RNA_B10_01,20793459.0,99.73,12528695.0,60.41618211744608,68.36,2129699.0,1.69,0.941,1.16,0.04,batch_10,0.3256229145575784,0.15,0.4608720379388519,14299.0
RNA_B10_02,20601094.0,99.74,10845263.0,52.78134349996712,66.23,1648785.0,1.4,0.802,0.83,0.035,batch_10,0.6719249106542564,0.08,0.2772965280926699,12185.0
RNA_B10_03,18916272.0,98.92,10660283.0,56.97037475096022,66.35,2088193.0,1.8,1.474,1.36,0.103,batch_10,0.4730961202940454,0.12,0.05796353716013944,9175.0
RNA_B10_04,19429851.0,99.56,11455489.0,59.21875525449999,64.86,1922156.0,1.94,0.871,1.65,0.048,batch_10,0.5241976481720823,0.11,0.2584068958386242,12009.0
RNA_B10_05,19341636.0,98.49,12749524.0,66.92812024973075,61.71,2026345.0,1.25,2.12,0.82,0.155,batch_10,0.3730253578520104,0.14,0.2186672852520914,11615.0
RNA_B10_06,18637367.0,99.73,10287989.0,55.350317310307425,65.55,1766788.0,1.6,0.886,1.02,0.039,batch_10,0.7168183469811907,0.07,0.4597995435579951,13688.0
RNA_B10_07,17476201.0,99.29,11812620.0,68.07594702231532,54.43,1415221.0,1.16,1.352,0.47,0.068,batch_10,0.6719249106542564,0.08,0.29548519480611485,12349.0
RNA_B10_08,16985662.0,99.51,11612591.0,68.70366834773364,54.18,1538915.0,1.0,0.853,0.68,0.056,batch_10,0.7168183469811907,0.07,0.38416011934770755,13094.0
RNA_B10_09,16865522.0,99.42,10062454.0,60.01093063654767,54.52,2094328.0,1.05,1.716,0.86,0.075,batch_10,0.4730961202940454,0.12,0.39871873377608386,14785.0
RNA_B10_10,18906630.0,99.07,11846816.0,63.24778999979091,60.09,2331295.0,1.62,1.949,1.18,0.083,batch_10,0.6243985690243574,0.09,0.4944543978787547,13955.0
RNA_B10_11,19260050.0,99.06,11027358.0,57.79838987236773,61.15,1312536.0,0.28,1.744,0.26,0.066,batch_10,0.7585346160952503,0.06,0.4238240201012718,14587.0
RNA_B10_12,16162460.0,95.39,9484353.0,61.51731867748602,61.88,1816275.0,1.24,4.371,0.99,0.259,batch_10,0.2393502828005165,0.17,0.16838757332284626,11051.0
RNA_B10_13,15852160.0,94.48,8514813.0,56.852135546591064,64.39,1841195.0,1.37,5.414,1.0,0.401,batch_10,0.6719249106542564,0.08,0.08357784531034246,9760.0
RNA_B10_14,19787887.0,98.4,9887103.0,50.77787690236468,62.43,1919607.0,0.98,3.088,0.47,0.116,batch_10,0.7966677253410352,0.05,0.37226241659828563,12998.0
RNA_B10_15,20272024.0,99.35,12160538.0,60.37926277695602,66.03,2363178.0,1.82,1.761,1.35,0.056,batch_10,0.5241976481720823,0.11,0.34502264353874995,15221.0
RNA_B10_16,19360118.0,99.83,11591729.0,59.97622791578003,67.27,2016069.0,2.13,0.753,1.43,0.029,batch_10,0.4730961202940454,0.12,0.3192282503970971,15439.0
RNA_B10_17,22147123.0,99.45,14120593.0,64.1107459950649,57.67,3380132.0,1.35,2.77,0.65,0.084,batch_10,0.6719249106542564,0.08,0.030903747052621923,19727.0
RNA_B10_18,18411849.0,98.57,9726989.0,53.596479479361925,60.69,2248626.0,1.14,3.613,0.48,0.126,batch_10,0.7966677253410352,0.05,0.3379638267904116,15280.0
RNA_B10_19,18507472.0,98.02,12629000.0,69.61569513456938,52.66,1956581.0,0.8,3.205,0.3,0.172,batch_10,0.5241976481720823,0.11,0.34887402746842017,15189.0
RNA_B10_20,21999723.0,99.5,15179536.0,69.3454871017098,54.69,2349545.0,0.91,2.119,0.42,0.064,batch_10,0.6719249106542564,0.08,0.009059707467896376,21247.0
RNA_B10_21,15156712.0,92.79,8012845.0,56.97450605020467,53.38,1884351.0,2.97,7.366,0.52,0.63,batch_10,0.13721073096383013,0.2,0.13136488325926937,10562.0
RNA_B10_22,17439521.0,98.11,10011311.0,58.51175504991001,56.48,2845016.0,2.68,4.272,1.83,0.133,batch_10,0.5749037124841687,0.1,0.3753851690569033,14972.0
RNA_B10_23,15971338.0,94.4,8529909.0,56.575852009690465,58.2,1603557.0,2.26,6.117,0.4,0.389,batch_10,0.3256229145575784,0.15,0.11103974289642404,10252.0
RNA_B10_24,17283941.0,99.96,12901650.0,74.67517231799181,54.3,589156.0,0.74,0.138,0.56,0.007,batch_10,0.6719249106542564,0.08,0.08244605801221921,18258.0
RNA_B11_01,14483315.0,89.76,3795508.0,29.195713344112015,59.74,844284.0,3.27,10.516,0.0,0.901,batch_11,0.3256229145575784,0.15,0.009097329035283767,6753.0
RNA_B11_02,19240007.0,99.5,7933192.0,41.439991609317815,56.09,1028735.0,0.12,1.641,0.11,0.072,batch_11,0.42243415688572034,0.13,0.42480886696956044,13416.0
RNA_B11_03,17618597.0,99.67,12248076.0,69.74805357069057,64.96,1885775.0,1.07,1.059,0.7,0.055,batch_11,0.5749037124841687,0.1,0.44447343852580007,14426.0
RNA_B11_04,18898641.0,99.39,10313620.0,54.90828259642425,66.33,1673395.0,0.99,1.458,0.57,0.079,batch_11,0.7966677253410352,0.05,0.2524353493069808,11952.0
RNA_B11_05,16252007.0,99.81,11113870.0,68.5147782082905,66.46,1793076.0,1.47,0.747,1.04,0.036,batch_11,0.4730961202940454,0.12,0.41745076316846164,14637.0
RNA_B11_06,19581963.0,99.5,9807225.0,50.33462445868396,58.3,1522912.0,0.39,2.186,0.25,0.066,batch_11,0.6243985690243574,0.09,0.42139973945631326,14606.0
RNA_B11_07,20102526.0,99.57,13656227.0,68.22626355609154,62.24,2191698.0,1.15,1.272,0.69,0.065,batch_11,0.5241976481720823,0.11,0.48106633622203093,13852.0
RNA_B11_08,19549367.0,99.9,12375244.0,63.365896356805976,63.81,1436186.0,0.78,0.6,0.4,0.028,batch_11,0.6719249106542564,0.08,0.25423877961127295,16026.0
RNA_B11_09,19410647.0,99.71,11265066.0,58.204292243055214,50.98,1307288.0,0.3,1.039,0.27,0.055,batch_11,0.5241976481720823,0.11,0.4012375166503554,14765.0
RNA_B11_10,18355006.0,99.54,4185611.0,22.90902976235552,43.92,396671.0,0.0,1.182,0.0,0.054,batch_11,0.2393502828005165,0.17,0.09177632423775955,9918.0
RNA_B11_11,19786204.0,99.85,13238002.0,67.0057219325641,57.87,2202802.0,0.92,0.442,0.68,0.023,batch_11,0.7585346160952503,0.06,0.37340839589261043,14988.0
RNA_B11_12,17364191.0,99.91,12268782.0,70.71929726219562,67.83,1660665.0,1.53,0.43,0.91,0.02,batch_11,0.3730253578520104,0.14,0.25654349826131095,16004.0
RNA_B11_13,18621014.0,99.76,12518059.0,67.38717139187912,67.58,1460716.0,0.83,0.491,0.4,0.03,batch_11,0.4730961202940454,0.12,0.3879012498589739,13124.0
RNA_B11_14,20808156.0,99.87,12734677.0,61.2800751288035,65.76,1586232.0,0.64,0.467,0.37,0.028,batch_11,0.5749037124841687,0.1,0.40401292229148295,14743.0
RNA_B11_15,21578269.0,99.88,9538865.0,44.25899681975678,61.73,1459467.0,0.49,0.405,0.25,0.021,batch_11,0.7168183469811907,0.07,0.39767619386505315,13202.0
RNA_B11_16,20475137.0,99.89,13988444.0,68.39440553221384,67.47,1600584.0,0.89,0.378,0.53,0.019,batch_11,0.3256229145575784,0.15,0.3526199681638444,15158.0
RNA_B11_17,16451579.0,99.1,8542164.0,52.39461619505144,60.59,1095721.0,0.36,0.974,0.13,0.089,batch_11,0.42243415688572034,0.13,0.06980564314864565,9466.0
RNA_B11_18,17816674.0,99.87,12960819.0,72.84013838383132,62.2,696677.0,0.51,0.226,0.34,0.011,batch_11,0.6243985690243574,0.09,0.3047806707366587,12431.0
RNA_B11_19,14858711.0,99.92,7272909.0,48.9862948783947,54.13,275143.0,0.1,0.217,0.0,0.009,batch_11,0.7585346160952503,0.06,0.39767619386505315,13202.0
RNA_B11_20,18643287.0,98.93,12004354.0,65.0861075688733,67.01,1369732.0,1.98,1.535,1.42,0.053,batch_11,0.42243415688572034,0.13,0.1607146368447564,10956.0
RNA_B11_21,18831137.0,99.9,9619636.0,51.134805430310784,68.29,744400.0,0.48,0.296,0.35,0.013,batch_11,0.7168183469811907,0.07,0.19692500372723948,11382.0
RNA_B11_22,17879879.0,99.79,9333764.0,52.31246896537239,72.27,763953.0,1.16,0.437,0.81,0.019,batch_11,0.4730961202940454,0.12,0.1251487825328665,10471.0
RNA_B11_23,20690559.0,99.79,12293651.0,59.54175523335064,62.75,1042760.0,0.47,0.39,0.22,0.02,batch_11,0.7168183469811907,0.07,0.3030705858165078,12416.0
RNA_B11_24,16328618.0,99.95,12736145.0,78.03793473598968,51.0,471964.0,0.44,0.122,0.3,0.006,batch_11,0.5749037124841687,0.1,0.03383092216797157,19603.0
Batch_Mean,19131729.04942966,98.65102661596957,9380699.988593156,49.419119608803285,58.54844106463879,1614635.2319391635,1.1438022813688213,2.7647566539923956,0.6049049429657795,0.1030190114068441,batch_01,0.7168183469811907,0.07,0.4999536948492182,13998.0
